query_order,candidate_order,retrieval_review_id,query_case_id,query_message,query_prior_context,candidate_message,candidate_reply,relevance_grade,relevance_reason,reviewer_id
16,1,retrieval-review-071,tesco-1986657,"@Tesco Hi <name_redacted>, I’ve replied via DM with my details.","[Customer] Very disappointed with my @Tesco chicken and “chorizo” pasta meal. Not one piece of chorizo found and only 5 tiny pieces of chicken! 😫 <media_or_link> || [Customer] @customer @Tesco Their Italian Kitchen meals are usually sooo good! I love the mac and cheese. I bought two one evening, I dropped the first one and it split all over the kitchen floor. Then I burnt the second one! 😂😭 || [Customer] @customer @Tesco Oh dear lol 😂 I’m actually so gutted about the chorizo. This is almost as bad as the time I had no cookie dough in my Ben &amp; Jerrys ice cream. 😱 || [Tesco] @customer Details include your full name, address, email address, barcode, SC code, store of purchase and price paid? Would you prefer your refund through the post or by email? As for the Ben &amp; Jerry's, I can't imagine the horror. Ty - Reece 2/2 <media_or_link>","@Tesco Not with me, it is just Ben and Jerry's One Love ice-cream","@customer Hi <name_redacted>, thanks for getting in touch we are currently looking into this and will get back to you as soon as we can. Thanks @customer Hi <name_redacted>, I can let you know the store are no longer running this promotion on Ben &amp; Jerry's. 1/2 @customer They are instead running this promotion on Chicago town pizza and Häagen-DazsIce cream. Ty - Darren 2/2",,,
16,2,retrieval-review-072,tesco-1986657,"@Tesco Hi <name_redacted>, I’ve replied via DM with my details.","[Customer] Very disappointed with my @Tesco chicken and “chorizo” pasta meal. Not one piece of chorizo found and only 5 tiny pieces of chicken! 😫 <media_or_link> || [Customer] @customer @Tesco Their Italian Kitchen meals are usually sooo good! I love the mac and cheese. I bought two one evening, I dropped the first one and it split all over the kitchen floor. Then I burnt the second one! 😂😭 || [Customer] @customer @Tesco Oh dear lol 😂 I’m actually so gutted about the chorizo. This is almost as bad as the time I had no cookie dough in my Ben &amp; Jerrys ice cream. 😱 || [Tesco] @customer Details include your full name, address, email address, barcode, SC code, store of purchase and price paid? Would you prefer your refund through the post or by email? As for the Ben &amp; Jerry's, I can't imagine the horror. Ty - Reece 2/2 <media_or_link>",Just spent £5 on Ben and Jerry's ice cream opening it not even 10 minutes after purchase and it's like slush! #fuming @Tesco,"@customer Hi <name_redacted>, I am very sorry about this. We can certainly feed this back to store 1/3 @customer Would it be possible to have a picture of the barcode and date code from the packaging? Please could we have a photo of your receipt? 2/3 @customer Could you also DM us with your name, address, the store you visited and price paid? - Allyn 3/3",,,
16,3,retrieval-review-073,tesco-1986657,"@Tesco Hi <name_redacted>, I’ve replied via DM with my details.","[Customer] Very disappointed with my @Tesco chicken and “chorizo” pasta meal. Not one piece of chorizo found and only 5 tiny pieces of chicken! 😫 <media_or_link> || [Customer] @customer @Tesco Their Italian Kitchen meals are usually sooo good! I love the mac and cheese. I bought two one evening, I dropped the first one and it split all over the kitchen floor. Then I burnt the second one! 😂😭 || [Customer] @customer @Tesco Oh dear lol 😂 I’m actually so gutted about the chorizo. This is almost as bad as the time I had no cookie dough in my Ben &amp; Jerrys ice cream. 😱 || [Tesco] @customer Details include your full name, address, email address, barcode, SC code, store of purchase and price paid? Would you prefer your refund through the post or by email? As for the Ben &amp; Jerry's, I can't imagine the horror. Ty - Reece 2/2 <media_or_link>",@Tesco Please send refund via email __email__ . Here's the barcode &amp; receipt <media_or_link>,"@customer Hi <name_redacted>, please can you delete your last tweet as it contains personal information. Can you DM me the details my colleague requested? Ty - James <media_or_link>",,,
16,4,retrieval-review-074,tesco-1986657,"@Tesco Hi <name_redacted>, I’ve replied via DM with my details.","[Customer] Very disappointed with my @Tesco chicken and “chorizo” pasta meal. Not one piece of chorizo found and only 5 tiny pieces of chicken! 😫 <media_or_link> || [Customer] @customer @Tesco Their Italian Kitchen meals are usually sooo good! I love the mac and cheese. I bought two one evening, I dropped the first one and it split all over the kitchen floor. Then I burnt the second one! 😂😭 || [Customer] @customer @Tesco Oh dear lol 😂 I’m actually so gutted about the chorizo. This is almost as bad as the time I had no cookie dough in my Ben &amp; Jerrys ice cream. 😱 || [Tesco] @customer Details include your full name, address, email address, barcode, SC code, store of purchase and price paid? Would you prefer your refund through the post or by email? As for the Ben &amp; Jerry's, I can't imagine the horror. Ty - Reece 2/2 <media_or_link>","@Tesco Hi <name_redacted>, here's the barcode, the problem is it's being advertised in all the magazines at one price and sold at a much higher price. <media_or_link>","@customer Hi <name_redacted>, I am very sorry that this item was incomplete &amp; you were overcharged. 1/2 @customer Please return to the store and they can arrange for a replacement - Allyn 2/2",,,
16,5,retrieval-review-075,tesco-1986657,"@Tesco Hi <name_redacted>, I’ve replied via DM with my details.","[Customer] Very disappointed with my @Tesco chicken and “chorizo” pasta meal. Not one piece of chorizo found and only 5 tiny pieces of chicken! 😫 <media_or_link> || [Customer] @customer @Tesco Their Italian Kitchen meals are usually sooo good! I love the mac and cheese. I bought two one evening, I dropped the first one and it split all over the kitchen floor. Then I burnt the second one! 😂😭 || [Customer] @customer @Tesco Oh dear lol 😂 I’m actually so gutted about the chorizo. This is almost as bad as the time I had no cookie dough in my Ben &amp; Jerrys ice cream. 😱 || [Tesco] @customer Details include your full name, address, email address, barcode, SC code, store of purchase and price paid? Would you prefer your refund through the post or by email? As for the Ben &amp; Jerry's, I can't imagine the horror. Ty - Reece 2/2 <media_or_link>","@Tesco Hi <name_redacted>, thanks, not keen to dm these details thanks, let me know an appropriate email address I can forward my feedback too? Thanks","@customer Hi <name_redacted>, you can email us at __email__ - Dani :)",,,
17,1,retrieval-review-076,tesco-585177,Well done @Tesco almost everyone except Polish people get the Christmas wishes. Or you just implying that poles will understand english language anyways? #DoubleStandards #everyoneisequalbutsomearemoreequalthanothers <media_or_link>,,"Well done team. Bag packing in Tesco, Bristol. Raising money for @customer <media_or_link>",@customer We hope everyone had fun raising some funds! Well done all 💪 #EveryLittleHelps,,,
17,2,retrieval-review-077,tesco-585177,Well done @Tesco almost everyone except Polish people get the Christmas wishes. Or you just implying that poles will understand english language anyways? #DoubleStandards #everyoneisequalbutsomearemoreequalthanothers <media_or_link>,,@Tesco what is up with the new Christmas POS. Everyone welcome? Where is the Christmas in that. <media_or_link>,@customer I do understand Adam. Can you please advise which store you saw this in? Thanks,,,
17,3,retrieval-review-078,tesco-585177,Well done @Tesco almost everyone except Polish people get the Christmas wishes. Or you just implying that poles will understand english language anyways? #DoubleStandards #everyoneisequalbutsomearemoreequalthanothers <media_or_link>,,Small @Tesco wholemeal loaf on Tuesday 45p on Wednesday 65p almost 50% inflation well done @Tesco,"@customer Hi <name_redacted>, we can check this. Which store did you visit and are you referring to this loaf please? <media_or_link>",,,
17,4,retrieval-review-079,tesco-585177,Well done @Tesco almost everyone except Polish people get the Christmas wishes. Or you just implying that poles will understand english language anyways? #DoubleStandards #everyoneisequalbutsomearemoreequalthanothers <media_or_link>,,@Tesco any chance you have a link to the Merry Christmas everyone cover in the new Christmas advert? :),"@customer Hi there, I'm not certain of the artist covering Shaking Steven's Merry Christmas Everyone. I've passed your question to my support team to find out for you. :) TY @customer Hi there, the singer is an independent artists who at this moment would prefer to remain anonymous while she works on her own material. If you have any other queries please don't hesitate to get in touch :) Thanks, Lawrence",,,
17,5,retrieval-review-080,tesco-585177,Well done @Tesco almost everyone except Polish people get the Christmas wishes. Or you just implying that poles will understand english language anyways? #DoubleStandards #everyoneisequalbutsomearemoreequalthanothers <media_or_link>,,Well done @Tesco - brilliant news. <media_or_link>,"@customer Hi <name_redacted>, Thank you for your lovely comment. TY",,,
18,1,retrieval-review-081,tesco-577442,"@customer Clubcard app already is, would make sense for it to be.",[Customer] @Tesco will TescoPay+ be available for Apple Wallet? || [Customer] @customer Hi <name_redacted>. This is not something we are currently looking into but thank you for your feedback. Thanks,@Tesco Hi <name_redacted> it would be Ilkeston (or Long Eaton) Derbyshire - thank you,"@customer Hi there, I have just spoken to the Duty Manager in Long Eaton and he has told me that you should be able to go into the store in December and redeem your £6. 1/2 @customer I hope this is helpful for you. Is there anything else I can help you with today? Thanks, Calum 2/2",,,
18,2,retrieval-review-082,tesco-577442,"@customer Clubcard app already is, would make sense for it to be.",[Customer] @Tesco will TescoPay+ be available for Apple Wallet? || [Customer] @customer Hi <name_redacted>. This is not something we are currently looking into but thank you for your feedback. Thanks,@Tesco hi do you know when the Clubcard vouchers on the app will be available to spend?,"@customer Hi <name_redacted>, the online statements will be available from the 30th of October :) Kind regards",,,
18,3,retrieval-review-083,tesco-577442,"@customer Clubcard app already is, would make sense for it to be.",[Customer] @Tesco will TescoPay+ be available for Apple Wallet? || [Customer] @customer Hi <name_redacted>. This is not something we are currently looking into but thank you for your feedback. Thanks,It’d be nice if I could have my @Tesco Clubcard in my Apple Wallet... 😏😉 *nudge*,"@customer Sorry Taylor, we're unable to have this merged with the wallet. :(",,,
18,4,retrieval-review-084,tesco-577442,"@customer Clubcard app already is, would make sense for it to be.",[Customer] @Tesco will TescoPay+ be available for Apple Wallet? || [Customer] @customer Hi <name_redacted>. This is not something we are currently looking into but thank you for your feedback. Thanks,"@Tesco Is there a way of adding the Pay + app to my Apple Wallet, like you can with the Clubcard app for access? Else seems abit pointless.","@customer Hey <name_redacted>, Tesco Pay+ cannot be incorporated into Apple Wallet however you can pay + collect your points simultaneously with Tesco Pay+. Mo",,,
19,1,retrieval-review-085,tesco-76260,@Tesco Someone call the cops! Tesco have ripped me off. Probz not the first and won't be the last. Every little helps when it's in Tesco's favour!,"[Customer] @Tesco Those pictures were taken over a month ago. Who keeps old receipts. Now if I knew I would be diddled by Tesco yes. Who expects to be diddled by a major retailer with such low standards. Once, twice, three times a failure, shows that it's you. || [Tesco] @customer Hi there, I understand, but I still want to refund you and report this to the supplier if I can. Please DM me with your full name, address, email address as well as the store you bought it from and the approximate date. Many thanks - Bryan <media_or_link> || [Customer] @Tesco I won't give you my name or address. Are you going to send some heavies round to pound my head in to keep me quiet? Tesco sold this rubbish, i'm not having my private details willy nilly to any stranger who asks. There you go again""approximate date"" I don't have the receipt. || [Tesco] @customer Hi there, sorry but to issue out a refund and to have your comments logged we will need the details requested above. If you would like this taken further, please don't hesitate to contact us. I really wish we could've done more. TY","@Tesco Thank you, I have messaged you with all the info, as requested. No, I don't want my details passed to your supplier.",@customer Hi <name_redacted>. I have responded to your DM. :),,,
19,2,retrieval-review-086,tesco-76260,@Tesco Someone call the cops! Tesco have ripped me off. Probz not the first and won't be the last. Every little helps when it's in Tesco's favour!,"[Customer] @Tesco Those pictures were taken over a month ago. Who keeps old receipts. Now if I knew I would be diddled by Tesco yes. Who expects to be diddled by a major retailer with such low standards. Once, twice, three times a failure, shows that it's you. || [Tesco] @customer Hi there, I understand, but I still want to refund you and report this to the supplier if I can. Please DM me with your full name, address, email address as well as the store you bought it from and the approximate date. Many thanks - Bryan <media_or_link> || [Customer] @Tesco I won't give you my name or address. Are you going to send some heavies round to pound my head in to keep me quiet? Tesco sold this rubbish, i'm not having my private details willy nilly to any stranger who asks. There you go again""approximate date"" I don't have the receipt. || [Tesco] @customer Hi there, sorry but to issue out a refund and to have your comments logged we will need the details requested above. If you would like this taken further, please don't hesitate to contact us. I really wish we could've done more. TY",@Tesco Can you give me an email address and I’ll send full details,"@customer Hi <name_redacted>, you can email our customer service team at __email__. Many thanks",,,
19,3,retrieval-review-087,tesco-76260,@Tesco Someone call the cops! Tesco have ripped me off. Probz not the first and won't be the last. Every little helps when it's in Tesco's favour!,"[Customer] @Tesco Those pictures were taken over a month ago. Who keeps old receipts. Now if I knew I would be diddled by Tesco yes. Who expects to be diddled by a major retailer with such low standards. Once, twice, three times a failure, shows that it's you. || [Tesco] @customer Hi there, I understand, but I still want to refund you and report this to the supplier if I can. Please DM me with your full name, address, email address as well as the store you bought it from and the approximate date. Many thanks - Bryan <media_or_link> || [Customer] @Tesco I won't give you my name or address. Are you going to send some heavies round to pound my head in to keep me quiet? Tesco sold this rubbish, i'm not having my private details willy nilly to any stranger who asks. There you go again""approximate date"" I don't have the receipt. || [Tesco] @customer Hi there, sorry but to issue out a refund and to have your comments logged we will need the details requested above. If you would like this taken further, please don't hesitate to contact us. I really wish we could've done more. TY",@Tesco Thanks Adam.can you send me an email address that I can send it to. Fine to contact the supplier.,"@customer Hi <name_redacted>, you can DM us here if you like. :) Alternatively, you can email __email__ Thanks",,,
19,4,retrieval-review-088,tesco-76260,@Tesco Someone call the cops! Tesco have ripped me off. Probz not the first and won't be the last. Every little helps when it's in Tesco's favour!,"[Customer] @Tesco Those pictures were taken over a month ago. Who keeps old receipts. Now if I knew I would be diddled by Tesco yes. Who expects to be diddled by a major retailer with such low standards. Once, twice, three times a failure, shows that it's you. || [Tesco] @customer Hi there, I understand, but I still want to refund you and report this to the supplier if I can. Please DM me with your full name, address, email address as well as the store you bought it from and the approximate date. Many thanks - Bryan <media_or_link> || [Customer] @Tesco I won't give you my name or address. Are you going to send some heavies round to pound my head in to keep me quiet? Tesco sold this rubbish, i'm not having my private details willy nilly to any stranger who asks. There you go again""approximate date"" I don't have the receipt. || [Tesco] @customer Hi there, sorry but to issue out a refund and to have your comments logged we will need the details requested above. If you would like this taken further, please don't hesitate to contact us. I really wish we could've done more. TY",@Tesco Hi <name_redacted>. I've just DM'd details as requested. Can you keep me updated please as to why this keeps happening? Thanks,"@customer @customer Hi <name_redacted>, I have logged your complaint on our systems and this will be fed back to the store. Ty",,,
19,5,retrieval-review-089,tesco-76260,@Tesco Someone call the cops! Tesco have ripped me off. Probz not the first and won't be the last. Every little helps when it's in Tesco's favour!,"[Customer] @Tesco Those pictures were taken over a month ago. Who keeps old receipts. Now if I knew I would be diddled by Tesco yes. Who expects to be diddled by a major retailer with such low standards. Once, twice, three times a failure, shows that it's you. || [Tesco] @customer Hi there, I understand, but I still want to refund you and report this to the supplier if I can. Please DM me with your full name, address, email address as well as the store you bought it from and the approximate date. Many thanks - Bryan <media_or_link> || [Customer] @Tesco I won't give you my name or address. Are you going to send some heavies round to pound my head in to keep me quiet? Tesco sold this rubbish, i'm not having my private details willy nilly to any stranger who asks. There you go again""approximate date"" I don't have the receipt. || [Tesco] @customer Hi there, sorry but to issue out a refund and to have your comments logged we will need the details requested above. If you would like this taken further, please don't hesitate to contact us. I really wish we could've done more. TY","@Tesco Thanks for swift reply, not fussed about refund. And yes if helps supplier can contact me.","@customer Hi <name_redacted>, thanks for letting us know. We look forward to your DM with the details to feed this back. TY",,,
20,1,retrieval-review-090,tesco-603618,@Tesco It's smaller than it looks; I have tiny child hands.,"[Customer] @Tesco have you thought about a warning system on your online shopping, in case anyone accidentally buys a tiny bottle of champagne? <media_or_link>",@Tesco it looks like it's snowing in my freshly opened bottle of water? <media_or_link>,"@customer Hi <name_redacted>, I am very sorry about this. Please return the bottle to your local Super/Extra/Metro Store, they can do a product report. 1/2 @customer Please let our colleagues on the customer service desk know if you would like a response from head office - Allyn 2/2",,,
20,2,retrieval-review-091,tesco-603618,@Tesco It's smaller than it looks; I have tiny child hands.,"[Customer] @Tesco have you thought about a warning system on your online shopping, in case anyone accidentally buys a tiny bottle of champagne? <media_or_link>",@Tesco Cheers Darren thought that may be the case but thought I'd check.,@customer Don't worry about it! need anything else let me know :) Ty,,,
20,3,retrieval-review-092,tesco-603618,@Tesco It's smaller than it looks; I have tiny child hands.,"[Customer] @Tesco have you thought about a warning system on your online shopping, in case anyone accidentally buys a tiny bottle of champagne? <media_or_link>",@Tesco Help!! I can’t checkout on app or online...anyone else having problems??,"@customer I'm sorry, we're aware of the issue and it has been escalated to IT who are looking to find a resolution as quickly as possible.",,,
20,4,retrieval-review-093,tesco-603618,@Tesco It's smaller than it looks; I have tiny child hands.,"[Customer] @Tesco have you thought about a warning system on your online shopping, in case anyone accidentally buys a tiny bottle of champagne? <media_or_link>","@customer @Tesco Thanks, in that case is it a printing error? It definitely looks like a 6 rather than a 7 or 8....","@customer @customer HI Kirsty, wold you be able to DM us your full name and address and the products bar code please so I can still get this logged. James.",,,
21,1,retrieval-review-094,tesco-502703,@Tesco I swear you couldn’t make it up. #dyingbrand <media_or_link>,,"@Tesco I know how to make it, I just couldn’t be bothered haha convenience is my middle name",@customer I'm sorry we were not able to help you on this occasion. Happy baking though :) Jayne,,,
21,2,retrieval-review-095,tesco-502703,@Tesco I swear you couldn’t make it up. #dyingbrand <media_or_link>,,"@Tesco literally went to collect my order, in my mums name (different surname) and I couldn’t pick it up due to not having the same name 🙄","@customer Hi there, I'm sorry you were unable to collect an order. Sadly my Tesco Direct colleagues have finished for the evening. One of my colleagues will be in touch later today to help resolve this for you. TY",,,
21,3,retrieval-review-096,tesco-502703,@Tesco I swear you couldn’t make it up. #dyingbrand <media_or_link>,,@Tesco Dm sent but I couldn’t attach photo so here it is <media_or_link>,"@customer Hi there, I'm very to learn about this. If you could DM me a few details that's would be great. 1/2 @customer I will need your full name, address, email and let me know if you'd like a Moneycard sent via email or post? Regards",,,
21,4,retrieval-review-097,tesco-502703,@Tesco I swear you couldn’t make it up. #dyingbrand <media_or_link>,,@customer @Tesco Sorry should’ve said barm! Butter!... I couldn’t even find a knife sharp enough to cut the sausages... you can’t make this sh*t up!!,"@customer I'm sorry to see the sausages you purchased were not of the quality you would expect Rob. 1/3 @customer Did you bring this up with my colleagues in the store at the time? Can you advise what was said? Also can you DM some information? 2/3 @customer Your full name, address, price paid and clear copy of your receipt? TY - Jayne 3/3",,,
22,1,retrieval-review-098,tesco-2850028,@Tesco bought a free from loaf to open it up and every single slice can’t be used #dissapointed,,@Tesco every single time <media_or_link>,"@customer Hi <name_redacted>, Very sorry to see that the seal has been broken on your soup. Would you like me to feed this back to the supplier? Kind Regards",,,
22,2,retrieval-review-099,tesco-2850028,@Tesco bought a free from loaf to open it up and every single slice can’t be used #dissapointed,,@Tesco But a baguette IS a loaf of bread. It doesn’t have to be square to be a loaf.,"@customer Hi <name_redacted>, I'm sorry baguettes are not included to redeem this coupon. TY",,,
22,3,retrieval-review-100,tesco-2850028,@Tesco bought a free from loaf to open it up and every single slice can’t be used #dissapointed,,@Tesco I love going to open my gluten free loaf that I bought on thurs to see the best before date is 08/09/17?!?!?!? #whatisgoingon?,"@customer I'm so sorry you were able to purchase a out of date bread from one of our stores Joey! I understand your frustration. 1/4 @customer I would like to log this on our internal system for monitoring &amp; contact the store to ensure this does not happen again. 2/4 @customer To do this can you DM us your name, address, store you visited, product barcode &amp; clear pics of receipt? 3/4 @customer Can you also confirm if you'd like a refund via the post or email? I can then get this refunded for you. - Rocsi 4/4 <media_or_link>",,,
22,4,retrieval-review-101,tesco-2850028,@Tesco bought a free from loaf to open it up and every single slice can’t be used #dissapointed,,@customer @Tesco Every single slice of bread has this black stuff inside it.,"@customer I'm sorry to see the bread you purchased was not of the quality you would expect Haris. I understand how concerning this must be. 1/4 <media_or_link> @customer I would like to issue a refund for you and pass your comments to our supplier. Can you DM some information? 2/4 @customer Your full name, address, barcode, price paid, date code, store visited and clear copy of your receipt? 3/4 @customer Also would it be ok to pass your details to our supplier? TY - Jayne 4/4",,,
23,1,retrieval-review-102,tesco-2896686,@Tesco this is how my Xmas tree was delivered this morning! <name_redacted> appalling!!! I did DM but you can’t be bothered to reply it seems 😡😡😡 <media_or_link>,,@Tesco Hi <name_redacted>. How? Private DM?,"@customer Hi <name_redacted>, that would be the best option, yes.",,,
23,2,retrieval-review-103,tesco-2896686,@Tesco this is how my Xmas tree was delivered this morning! <name_redacted> appalling!!! I did DM but you can’t be bothered to reply it seems 😡😡😡 <media_or_link>,,"@Tesco Hi <name_redacted>, thanks for your reply, I've sent a DM :)","@customer Hi <name_redacted>, I have replied to your private tweet. Thanks - Gemma :)",,,
23,3,retrieval-review-104,tesco-2896686,@Tesco this is how my Xmas tree was delivered this morning! <name_redacted> appalling!!! I did DM but you can’t be bothered to reply it seems 😡😡😡 <media_or_link>,,@Tesco Hi <name_redacted> can you dm me?,"@customer Hi <name_redacted>, please DM us by clicking this link. TY - Olivia <media_or_link>",,,
23,4,retrieval-review-105,tesco-2896686,@Tesco this is how my Xmas tree was delivered this morning! <name_redacted> appalling!!! I did DM but you can’t be bothered to reply it seems 😡😡😡 <media_or_link>,,@Tesco Hi <name_redacted>. Just dm’d. Thanks,"@customer Hi <name_redacted>, Thank you for your details I have sent out a money card via post. This will be with you in the next 10 working days. 1/2 @customer This contains your refund. I hope this helps. Thank you - Brooke 2/2",,,
24,1,retrieval-review-106,tesco-2824379,Really frustrated @Tesco tried yesterday and today to order clothing for pick up. It keeps saying this option is not available! Why give me those as an option!!,,@Tesco @Tesco why can I never buy 4 pint semi skimmed milk on your website? It’s not an available option yet I can walk into the serving store and pick it up?,"@customer Hi, so that I can investigate why this is can you please DM me your full name, address and email address? This must be ever so frustrating and I would like to see what I can do to help. Thanks",,,
24,2,retrieval-review-107,tesco-2824379,Really frustrated @Tesco tried yesterday and today to order clothing for pick up. It keeps saying this option is not available! Why give me those as an option!!,,@Tesco Any reason for this @Tesco ? Had a second email this morning saying my order would be available today. It’s still not available! 😡,"@customer Sorry Michael, can you DM me with your full name, address and order number? TY.",,,
24,3,retrieval-review-108,tesco-2824379,Really frustrated @Tesco tried yesterday and today to order clothing for pick up. It keeps saying this option is not available! Why give me those as an option!!,,@Tesco Hi <name_redacted>. I've just DM'd details as requested. Can you keep me updated please as to why this keeps happening? Thanks,"@customer @customer Hi <name_redacted>, I have logged your complaint on our systems and this will be fed back to the store. Ty",,,
24,4,retrieval-review-109,tesco-2824379,Really frustrated @Tesco tried yesterday and today to order clothing for pick up. It keeps saying this option is not available! Why give me those as an option!!,,@Tesco - I am assuming I can pick up a Click and Collect order for as long as the store is open?,"@customer Hi <name_redacted>, thanks for getting in touch. Can you please tell me if it is a Grocery or Direct order? TY",,,
24,5,retrieval-review-110,tesco-2824379,Really frustrated @Tesco tried yesterday and today to order clothing for pick up. It keeps saying this option is not available! Why give me those as an option!!,,@Tesco are you having trouble with your online account as I can’t check out my shopping? Just keeps saying error,"@customer Hi <name_redacted>. I'm sorry you had trouble checking out, did you manage to check out after? Was there an error message? Thanks",,,
24,6,retrieval-review-111,tesco-2824379,Really frustrated @Tesco tried yesterday and today to order clothing for pick up. It keeps saying this option is not available! Why give me those as an option!!,,@Tesco can i pick up a clothing click and collect for my mum if i bring ID and the email?,"@customer If she doesn’t have Facebook she can send an email to __email__ or call <number_redacted> or <number_redacted>. Cheers – Billy 2/2 @customer Hello <name_redacted>, yes you certainly can, however I would ask your mum to get in touch so we can log this on her order before you visit. 1/2",,,
25,1,retrieval-review-112,tesco-579499,@Tesco I realise 8.45am might not be peak shopping hours at your Airdrie branch but not one till opened? I don’t mind self scanning with a few items but every now and then a little bit of customer service would help! The shop is consistently a joke.,,@Tesco @customer Might even go to #Kilsyth @customer or #Airdrie @AldiUK. The last few years you have really sucked @Tesco. #DoBetter,"@customer Hi <name_redacted>, I'm really sorry for the issues you've been having with our Cumbernauld store, I appreciate why you'd be feeling disappointed. 1/3 @customer I would like to look into this further and also log your feedback with the store to see what we can do to help. 2/3 @customer Can you please DM your full name, address, postcode and email and I will look into this for you? - Alex 3/3",,,
25,2,retrieval-review-113,tesco-579499,@Tesco I realise 8.45am might not be peak shopping hours at your Airdrie branch but not one till opened? I don’t mind self scanning with a few items but every now and then a little bit of customer service would help! The shop is consistently a joke.,,Every other time I order shopping from @Tesco online they just don't deliver a few items but still charge me?,"@customer Hi, <name_redacted> sorry a few items were missing from the order, I appreciate how disappointing this is. Please could you DM your full name &amp; address?",,,
25,3,retrieval-review-114,tesco-579499,@Tesco I realise 8.45am might not be peak shopping hours at your Airdrie branch but not one till opened? I don’t mind self scanning with a few items but every now and then a little bit of customer service would help! The shop is consistently a joke.,,@Tesco think you might need to check your dates better than this. Isn’t it the 21st today? Didn’t realise till I got home. Lovely <media_or_link>,"@customer Hi <name_redacted>, I'm sorry to see that your bread is a couple of days out of date this isn't the quality we aim to achieve for our customers. 1/3 @customer Can you confirm the store of purchase so that I can call the store to have these shelves double checked, I would also like to refund you 2/3 @customer Can you DM me the following details. your name, address, barcode and a full picture of your receipt? Thank you - Brooke 3/3",,,
25,4,retrieval-review-115,tesco-579499,@Tesco I realise 8.45am might not be peak shopping hours at your Airdrie branch but not one till opened? I don’t mind self scanning with a few items but every now and then a little bit of customer service would help! The shop is consistently a joke.,,"@Tesco your Tesco express store in Kilburn is awful. Half self service tills broken, 1 person on the till at peak times #slowservice","@customer Hi <name_redacted>, thanks for contacting us. I'm really sorry to hear this. Can I ask if you have spoken to anyone in store about this? 1/2 @customer Can you please DM me your full name, address and email so I can log this appropriately? Thanks - Mark 2/2",,,
25,5,retrieval-review-116,tesco-579499,@Tesco I realise 8.45am might not be peak shopping hours at your Airdrie branch but not one till opened? I don’t mind self scanning with a few items but every now and then a little bit of customer service would help! The shop is consistently a joke.,,Tesco. Every bit unhelpful. @Tesco 2135hrs and made to self serve as tills closed. Again. Not even customer service !!,@customer Hi <name_redacted>. Could you let me which store you visited? I'd like to have this looked into. Thanks,,,
25,6,retrieval-review-117,tesco-579499,@Tesco I realise 8.45am might not be peak shopping hours at your Airdrie branch but not one till opened? I don’t mind self scanning with a few items but every now and then a little bit of customer service would help! The shop is consistently a joke.,,@Tesco I managed to complete to complete my shop but it 4 hours. And some items didnt register in the basket...It was rather annoying 😥,"@customer Hi <name_redacted>, our IT Team are aware of these issues and working to fix them as soon as possible. I'm sorry for any inconvenience caused.- Mike",,,
