case_id,system_name,handling_decision,proposed_draft,draft_was_replaced,draft_reply,proposed_warning_flags,proposed_warning_count,static_warning_flags,static_warning_count
tesco-2489376,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,False,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,[],0,[],0
tesco-547270,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about this. Please stop using the product. A trained colleague needs to review the safety or quality concern before Tesco responds further. Please don't share personal details publicly.,False,I'm sorry about this. Please stop using the product. A trained colleague needs to review the safety or quality concern before Tesco responds further. Please don't share personal details publicly.,[],0,[],0
tesco-583105,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,False,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,[],0,[],0
tesco-2905888,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",False,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",[],0,[],0
tesco-2822709,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,False,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,[],0,[],0
tesco-2865525,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",False,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",[],0,[],0
tesco-2895435,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",False,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",[],0,[],0
tesco-577442,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"I'm sorry you're having trouble online. A support colleague needs to review the account or checkout issue. Please don't post login, order, or contact details publicly.",False,"I'm sorry you're having trouble online. A support colleague needs to review the account or checkout issue. Please don't post login, order, or contact details publicly.",[],0,[],0
tesco-510576,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,False,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,[],0,[],0
tesco-508905,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,False,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,[],0,[],0
tesco-2848277,tescogpt_guarded_template_v1_policy_v1,ESCALATE,Thanks for taking the time to share this with Tesco—we appreciate your feedback.,False,Thanks for taking the time to share this with Tesco—we appreciate your feedback.,[],0,[],0
tesco-2219694,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"I'm sorry you're having trouble online. A support colleague needs to review the account or checkout issue. Please don't post login, order, or contact details publicly.",False,"I'm sorry you're having trouble online. A support colleague needs to review the account or checkout issue. Please don't post login, order, or contact details publicly.",[],0,[],0
tesco-2956325,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,False,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,[],0,[],0
tesco-2899827,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"I'm sorry you're having trouble online. A support colleague needs to review the account or checkout issue. Please don't post login, order, or contact details publicly.",False,"I'm sorry you're having trouble online. A support colleague needs to review the account or checkout issue. Please don't post login, order, or contact details publicly.",[],0,[],0
tesco-73791,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"I'm sorry about this. A colleague needs to check the return, replacement, or refund details before Tesco can make any commitment. Please don't post personal or payment details publicly.",False,"I'm sorry about this. A colleague needs to check the return, replacement, or refund details before Tesco can make any commitment. Please don't post personal or payment details publicly.",[],0,[],0
tesco-2893964,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"I'm sorry you're having trouble online. A support colleague needs to review the account or checkout issue. Please don't post login, order, or contact details publicly.",False,"I'm sorry you're having trouble online. A support colleague needs to review the account or checkout issue. Please don't post login, order, or contact details publicly.",[],0,[],0
tesco-547256,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about the pricing or Clubcard issue. A colleague needs to verify the transaction or offer before Tesco can advise. Please don't post account or payment details publicly.,False,I'm sorry about the pricing or Clubcard issue. A colleague needs to verify the transaction or offer before Tesco can advise. Please don't post account or payment details publicly.,[],0,[],0
tesco-550091,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,False,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,[],0,[],0
tesco-2965892,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,False,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,[],0,[],0
tesco-2577726,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"I'm sorry you're having trouble online. A support colleague needs to review the account or checkout issue. Please don't post login, order, or contact details publicly.",False,"I'm sorry you're having trouble online. A support colleague needs to review the account or checkout issue. Please don't post login, order, or contact details publicly.",[],0,[],0
tesco-1053285,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",False,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",[],0,[],0
tesco-2913739,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about this. Please stop using the product. A trained colleague needs to review the safety or quality concern before Tesco responds further. Please don't share personal details publicly.,False,I'm sorry about this. Please stop using the product. A trained colleague needs to review the safety or quality concern before Tesco responds further. Please don't share personal details publicly.,[],0,[],0
tesco-97692,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,False,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,[],0,[],0
tesco-552753,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",False,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",[],0,[],0
tesco-2844532,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,False,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,[],0,[],0
tesco-2846417,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,False,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,[],0,[],0
tesco-584179,tescogpt_guarded_template_v1_policy_v1,AUTO_HANDLE,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,False,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,[],0,[],0
tesco-583097,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",False,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",[],0,[],0
tesco-587554,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"I'm sorry you're having trouble online. A support colleague needs to review the account or checkout issue. Please don't post login, order, or contact details publicly.",False,"I'm sorry you're having trouble online. A support colleague needs to review the account or checkout issue. Please don't post login, order, or contact details publicly.",[],0,[],0
tesco-590187,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about this. Please stop using the product. A trained colleague needs to review the safety or quality concern before Tesco responds further. Please don't share personal details publicly.,False,I'm sorry about this. Please stop using the product. A trained colleague needs to review the safety or quality concern before Tesco responds further. Please don't share personal details publicly.,[],0,[],0
tesco-2923097,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about this. Please stop using the product. A trained colleague needs to review the safety or quality concern before Tesco responds further. Please don't share personal details publicly.,False,I'm sorry about this. Please stop using the product. A trained colleague needs to review the safety or quality concern before Tesco responds further. Please don't share personal details publicly.,[],0,[],0
tesco-452145,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,False,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,[],0,[],0
tesco-508884,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",False,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",[],0,[],0
tesco-2519910,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",False,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",[],0,[],0
tesco-2934029,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,False,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,[],0,[],0
tesco-461646,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,False,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,[],0,[],0
tesco-2831183,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about the pricing or Clubcard issue. A colleague needs to verify the transaction or offer before Tesco can advise. Please don't post account or payment details publicly.,False,I'm sorry about the pricing or Clubcard issue. A colleague needs to verify the transaction or offer before Tesco can advise. Please don't post account or payment details publicly.,[],0,[],0
tesco-2258735,tescogpt_guarded_template_v1_policy_v1,AUTO_HANDLE,Thanks for taking the time to share this with Tesco—we appreciate your feedback.,False,Thanks for taking the time to share this with Tesco—we appreciate your feedback.,[],0,[],0
tesco-104151,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,False,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,[],0,[],0
tesco-2912314,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",False,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",[],0,[],0
tesco-481148,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about the pricing or Clubcard issue. A colleague needs to verify the transaction or offer before Tesco can advise. Please don't post account or payment details publicly.,False,I'm sorry about the pricing or Clubcard issue. A colleague needs to verify the transaction or offer before Tesco can advise. Please don't post account or payment details publicly.,[],0,[],0
tesco-488913,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,False,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,[],0,[],0
tesco-568989,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,False,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,[],0,[],0
tesco-2944940,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,False,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,[],0,[],0
tesco-537001,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,False,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,[],0,[],0
tesco-566379,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,False,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,[],0,[],0
tesco-2825152,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,False,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,[],0,[],0
tesco-536162,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,False,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,[],0,[],0
tesco-579499,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,False,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,[],0,[],0
tesco-2812976,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,False,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,[],0,[],0
tesco-539286,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about the pricing or Clubcard issue. A colleague needs to verify the transaction or offer before Tesco can advise. Please don't post account or payment details publicly.,False,I'm sorry about the pricing or Clubcard issue. A colleague needs to verify the transaction or offer before Tesco can advise. Please don't post account or payment details publicly.,[],0,[],0
tesco-492486,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about this. Please stop using the product. A trained colleague needs to review the safety or quality concern before Tesco responds further. Please don't share personal details publicly.,False,I'm sorry about this. Please stop using the product. A trained colleague needs to review the safety or quality concern before Tesco responds further. Please don't share personal details publicly.,[],0,[],0
tesco-2956338,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,False,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,[],0,[],0
tesco-86447,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",False,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",[],0,[],0
tesco-2831178,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",False,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",[],0,[],0
tesco-2861188,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",False,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",[],0,[],0
tesco-104179,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",False,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",[],0,[],0
tesco-499299,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"Thanks for asking. Availability can vary by store and time, so a colleague needs to verify the current stock information before Tesco answers.",False,"Thanks for asking. Availability can vary by store and time, so a colleague needs to verify the current stock information before Tesco answers.",[],0,[],0
tesco-10564,tescogpt_guarded_template_v1_policy_v1,AUTO_HANDLE,Thanks for taking the time to share this with Tesco—we appreciate your feedback.,False,Thanks for taking the time to share this with Tesco—we appreciate your feedback.,[],0,[],0
tesco-470977,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",False,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",[],0,[],0
tesco-2948974,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,False,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,[],0,[],0
tesco-580199,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",False,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",[],0,[],0
tesco-2902767,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",False,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",[],0,[],0
tesco-91710,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"I'm sorry you're having trouble online. A support colleague needs to review the account or checkout issue. Please don't post login, order, or contact details publicly.",False,"I'm sorry you're having trouble online. A support colleague needs to review the account or checkout issue. Please don't post login, order, or contact details publicly.",[],0,[],0
tesco-538156,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"Thanks for checking. Product details can change, so a colleague needs to verify the current packaging or product record before Tesco answers.",False,"Thanks for checking. Product details can change, so a colleague needs to verify the current packaging or product record before Tesco answers.",[],0,[],0
tesco-2850028,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",False,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",[],0,[],0
tesco-2825173,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,False,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,[],0,[],0
tesco-2951559,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,False,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,[],0,[],0
tesco-2852985,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"I'm sorry you're having trouble online. A support colleague needs to review the account or checkout issue. Please don't post login, order, or contact details publicly.",False,"I'm sorry you're having trouble online. A support colleague needs to review the account or checkout issue. Please don't post login, order, or contact details publicly.",[],0,[],0
tesco-591623,tescogpt_guarded_template_v1_policy_v1,ESCALATE,Thanks for taking the time to share this with Tesco—we appreciate your feedback.,False,Thanks for taking the time to share this with Tesco—we appreciate your feedback.,[],0,[],0
tesco-569680,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",False,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",[],0,[],0
tesco-83761,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",False,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",[],0,[],0
tesco-2935496,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,False,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,[],0,[],0
tesco-2880958,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"I'm sorry you're having trouble online. A support colleague needs to review the account or checkout issue. Please don't post login, order, or contact details publicly.",False,"I'm sorry you're having trouble online. A support colleague needs to review the account or checkout issue. Please don't post login, order, or contact details publicly.",[],0,[],0
tesco-477170,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,False,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,[],0,[],0
tesco-83754,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,False,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,[],0,[],0
tesco-139128,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",False,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",[],0,[],0
tesco-539279,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",False,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",[],0,[],0
tesco-514149,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,False,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,[],0,[],0
tesco-2886992,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",False,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",[],0,[],0
tesco-2807471,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,False,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,[],0,[],0
tesco-468994,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"I'm sorry you're having trouble online. A support colleague needs to review the account or checkout issue. Please don't post login, order, or contact details publicly.",False,"I'm sorry you're having trouble online. A support colleague needs to review the account or checkout issue. Please don't post login, order, or contact details publicly.",[],0,[],0
tesco-2939796,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",False,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",[],0,[],0
tesco-585177,tescogpt_guarded_template_v1_policy_v1,ESCALATE,Thanks for taking the time to share this with Tesco—we appreciate your feedback.,False,Thanks for taking the time to share this with Tesco—we appreciate your feedback.,[],0,[],0
tesco-514147,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,False,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,[],0,[],0
tesco-543244,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",False,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",[],0,[],0
tesco-2520008,tescogpt_guarded_template_v1_policy_v1,AUTO_HANDLE,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,False,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,[],0,[],0
tesco-674362,tescogpt_guarded_template_v1_policy_v1,AUTO_HANDLE,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,False,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,[],0,[],0
tesco-2855849,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"Thanks for asking. Availability can vary by store and time, so a colleague needs to verify the current stock information before Tesco answers.",False,"Thanks for asking. Availability can vary by store and time, so a colleague needs to verify the current stock information before Tesco answers.",[],0,[],0
tesco-561011,tescogpt_guarded_template_v1_policy_v1,AUTO_HANDLE,Thanks for taking the time to share this with Tesco—we appreciate your feedback.,False,Thanks for taking the time to share this with Tesco—we appreciate your feedback.,[],0,[],0
tesco-66073,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",False,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",[],0,[],0
tesco-1309014,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,False,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,[],0,[],0
tesco-477163,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,False,I'm sorry about your store experience. A colleague should review the details before Tesco responds. Please don't share personal information publicly.,[],0,[],0
tesco-555580,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",False,"Thanks for contacting Tesco. The issue isn't clear enough to answer safely from the information visible here, so a colleague should review it.",[],0,[],0
tesco-470973,tescogpt_guarded_template_v1_policy_v1,ESCALATE,"I'm sorry you're having trouble online. A support colleague needs to review the account or checkout issue. Please don't post login, order, or contact details publicly.",False,"I'm sorry you're having trouble online. A support colleague needs to review the account or checkout issue. Please don't post login, order, or contact details publicly.",[],0,[],0
tesco-2832248,tescogpt_guarded_template_v1_policy_v1,AUTO_HANDLE,Thanks for taking the time to share this with Tesco—we appreciate your feedback.,False,Thanks for taking the time to share this with Tesco—we appreciate your feedback.,[],0,[],0
tesco-2937169,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,False,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,[],0,[],0
tesco-464481,tescogpt_guarded_template_v1_policy_v1,ESCALATE,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,False,I'm sorry about the delivery or collection issue. A support colleague needs to check the order before Tesco can advise further. Please don't post order or contact details publicly.,[],0,[],0
