case_id,system_name,handling_decision,draft_reply,static_warning_flags,static_warning_count
tesco-73791,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, sorry to hear this, I would like to log your feedback, can you DM me with your details please? 1/2 @customer Full name, full address, can you also confirm your time, date of your visit, and also if this is our superstore? Regards, Andy 2/2","[""private_channel_request"", ""personal_data_request""]",2
tesco-2893964,simple_rules_bm25_v1,ESCALATE,"@customer Hi there, I'm sorry but I have looked into this and unfortunately we don't. I hope this helps. Thank you",[],0
tesco-547256,simple_rules_bm25_v1,ESCALATE,"@customer Are you referring to a Tesco Direct order Russell? If you DM me with your full name, address and order number I can explain what's happened. <media_or_link>","[""private_channel_request"", ""personal_data_request""]",2
tesco-550091,simple_rules_bm25_v1,ESCALATE,@customer Hmmm 🤔 How about something a little different? #EveryLittleHelps <media_or_link>,[],0
tesco-2965892,simple_rules_bm25_v1,ESCALATE,"@customer I'm glad you managed to get one in the end. :-) If there's anything else, please do get back in touch. TY",[],0
tesco-2577726,simple_rules_bm25_v1,ESCALATE,"@customer Hi there, I'm so sorry! Are both transactions debited or is the following a pending transaction? Thanks",[],0
tesco-1053285,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, I have recorded your feedback with reference 2312725 for further review. TY",[],0
tesco-2913739,simple_rules_bm25_v1,ESCALATE,"@customer Hi there, I'm terribly sorry about that. If you can return to store with your receipt you can get an exchange or refund for the poor quality product. TY",[],0
tesco-97692,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, sorry to hear of the issues you are having, can you please explain a little more about what the issue seems to be? TY",[],0
tesco-552753,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, thank you for getting back to us, the links are not working. However I am sure I know what the issue is. 1/2 @customer As the offer works in multiples of 3, as you have added a 7th item, it is saying you have missed a promotion based on the one item. Chris2/2","[""over_public_length_limit""]",1
tesco-2844532,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted> - Jane, I';m sorry about this, can you DM your name, address and email and elaborate a little more on your issue please?","[""private_channel_request"", ""personal_data_request""]",2
tesco-2846417,simple_rules_bm25_v1,ESCALATE,@customer I'm sorry there's a delay with your order. Please DM me your details if you require assistance. - Mart <media_or_link>,"[""private_channel_request""]",1
tesco-584179,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, I'm glad your question has been answered! Let me know if I can help with anything else :) Charlotte",[],0
tesco-583097,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, we have the Free From Vanilla cake kit and Free From Chocolate Christmas Pudding kits available. Thanks",[],0
tesco-587554,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, I'm sorry you were able to purchase out of date Coke. This is not acceptable. We take things like this very seriously. 1/4 @customer I've spoke to one of my colleagues in store and they are going to check the rest of the stock to make sure this doesn't happen again. 2/4 @customer I would also like to log this on to our internal system and refund you via Tesco Moneycard, for me to do this can you DM the following? 3/4 @customer Your full name, full address, email address and the barcode. Kindest regards - Kirsten 4/4","[""private_channel_request"", ""personal_data_request"", ""over_public_length_limit""]",3
tesco-590187,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, my colleagues at store of purchase can get a receipt if a Clubcard or debit/credit card used, within 30 days of transaction.",[],0
tesco-2923097,simple_rules_bm25_v1,ESCALATE,"@customer Hi there, I'm ever so sorry about the out of date Couscous you have purchased. I can totally understand the frustration caused by this. 1/3 @customer If you can DM your name, address, email address, store name, price paid? I'll ensure you're reimbursed in the form of a Tesco Moneycard. 2/3 @customer As well as documenting this on our system, and notifying the store of the matter. Regards - Isaac 3/3","[""private_channel_request"", ""personal_data_request"", ""over_public_length_limit""]",3
tesco-452145,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, I've checked our Dunfermline store for you and can confirm that we're ranging this line, and they have good availability. 1/2 @customer Just to confirm that this is the line that you're referring to? <media_or_link> Regards - Isaac 2/2",[],0
tesco-508884,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, can you please return the mug, packaging and receipt to one of our large stores? Thanks",[],0
tesco-2519910,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>. I'm so sorry about this! I'd like to send you a Tesco Moneycard as a refund and feed this incident back to our supplier. 1/4 @customer Your Moneycard can be sent via email or by post, can you confirm which you’d prefer? 2/4 @customer So I can do this, can you DM me your full name, address, email address, postcode, barcode, SC code, price paid and store this came from? 3/4 @customer Also, would it be okay to pass your details onto our supplier? As they may want to get in touch with you. Thank you. Alisha 4/4","[""private_channel_request"", ""personal_data_request"", ""over_public_length_limit""]",3
tesco-2934029,simple_rules_bm25_v1,ESCALATE,"@customer Hi there. We sent out vouchers at the start of November. If you had over 150 points by then you should have got some. I can double check for you if you DM me your name, address, email and Clubcard number. Thanks","[""private_channel_request"", ""personal_data_request""]",2
tesco-461646,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, sorry again for the delay. I can see that the courier now has your order but it's still at their sorting depot. It looks likely this won't be delivered until tomorrow at the earliest. Please accept my apologies. Regards",[],0
tesco-2831183,simple_rules_bm25_v1,ESCALATE,"@customer Hi there, I'm sorry this was in your raspberries. I would love to refund you and feed this back to the suppliers on your behalf. 1/3 @customer Can you please DM me your name, full address, barcode, batch and supplier code and the store you bought these in. 2/3 @customer Can I pass your details onto the supplier? I can refund you either by post or email, please let me know whats best for you. TY - Jill 3/3","[""private_channel_request"", ""personal_data_request"", ""over_public_length_limit""]",3
tesco-2258735,simple_rules_bm25_v1,AUTO_HANDLE,"@customer Hi <name_redacted>, thank you for your feedback regarding our Christmas advert. We welcome everyone's thoughts and feedback so please rest assured that we have passed this to our Marketing Teams for the future. Thank you",[],0
tesco-104151,simple_rules_bm25_v1,ESCALATE,"@customer So I can look into this for you Rozi, can you see if the TV is available on this link? <media_or_link> TY",[],0
tesco-2912314,simple_rules_bm25_v1,ESCALATE,"@customer Hi there, I am sorry to hear you didn't enjoy our Chicken korma, I would like to log your feedback. Can you DM me some details please? 1/3 @customer Your full name, full address, email, barcode, SC code, expiry date, and the store you purchased from, a summary of your experience too 2/3 @customer Kind regards, Andy. 3/3","[""private_channel_request"", ""personal_data_request"", ""over_public_length_limit""]",3
tesco-481148,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, some of our deals on Clubcard Boost must be posted. This is because the attraction requires a physical token to be handed over. 1/2 @customer I'm really sorry for any inconvenience caused. Thanks, Jessica 2/2",[],0
tesco-488913,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted> - Jane, I';m sorry about this, can you DM your name, address and email and elaborate a little more on your issue please?","[""private_channel_request"", ""personal_data_request""]",2
tesco-568989,simple_rules_bm25_v1,ESCALATE,"@customer Oh no, I am really sorry to hear that. Please can you return to the store to report this to my colleagues? They will then be able to fill out the relevant forms with you.",[],0
tesco-2944940,simple_rules_bm25_v1,ESCALATE,"@customer Please DM this, Fazilet. It's not recommended that you Tweet this publicly - Laura <media_or_link>","[""private_channel_request""]",1
tesco-537001,simple_rules_bm25_v1,ESCALATE,"@customer Hey <name_redacted>, do you have any other proof of purchase, I.e. bank statement? if not, the store will have to use their discretion. TY",[],0
tesco-566379,simple_rules_bm25_v1,ESCALATE,@customer You're welcome! Hope it goes really well ❤️️,[],0
tesco-2825152,simple_rules_bm25_v1,ESCALATE,"@customer Hi there Sarah, So sorry to hear about the hassle you faced today. Can you DM us your full name and address and the time you at store. 1/2 @customer What I'll do is get this issue logged here internally and feed this back to the store. Thanks, James. 2/2","[""private_channel_request"", ""personal_data_request""]",2
tesco-536162,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, I'm so sorry that your delivery was late today. Can you please advise if it has arrived now? If not please DM the following: 1/2 @customer Your full name, address, postcode and email address and I will see if I can chase it up for you. Thanks - Craig 2/2","[""private_channel_request"", ""personal_data_request"", ""over_public_length_limit""]",3
tesco-579499,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, thanks for contacting us. I'm really sorry to hear this. Can I ask if you have spoken to anyone in store about this? 1/2 @customer Can you please DM me your full name, address and email so I can log this appropriately? Thanks - Mark 2/2","[""private_channel_request"", ""personal_data_request""]",2
tesco-2812976,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, I'm sorry to learn this. Can you DM me your full name, address and email? I'd be happy to look into this. Thanks","[""private_channel_request"", ""personal_data_request""]",2
tesco-539286,simple_rules_bm25_v1,ESCALATE,@customer Great to see it not going to waste 👍 #EveryLittleHelps,[],0
tesco-492486,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, can you tell us which store you visited and what you bought please? A photo of the receipt and barcode would be good. 1/2 @customer Stores can sell up to the expiry date. We always recommend customers check these before buying. Ian 2/2",[],0
tesco-2956338,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>! I'm really sorry to hear all your items are not ready for collection. Can I start with a few details and we'll look into this for you? Please DM your order number, full name and full address and we'll update you. :) TY","[""private_channel_request"", ""personal_data_request""]",2
tesco-86447,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, you'll be able to see all of our recycling initiatives here; <media_or_link> TY",[],0
tesco-2831178,simple_rules_bm25_v1,ESCALATE,"@customer Hi there, I'm really sorry to see this. can I ask if you know the exact name of the product? As I'm finding it difficult to find. TY",[],0
tesco-2861188,simple_rules_bm25_v1,ESCALATE,"@customer Hi there, Can I still get your full name(with title), address, email address, price paid and which store you got it from? 1/2 @customer Sadly, as you don't have the packaging I can't feed this back to our suppliers but I can still fully refund you:) Thanks, Calum",[],0
tesco-104179,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, can you please DM me your full name and employee number. My support team will pass this over to the HR team to see what they can do to help. Thanks - Clare <media_or_link>","[""private_channel_request"", ""personal_data_request""]",2
tesco-499299,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, I've had a look in all the Extra's and I can't locate any at all it seems that they've all gone. 1/2 @customer There is also no date for another delivery. if there are any further stores you'd like me to check I'd be happy to do so. TY - Lee 2/2",[],0
tesco-10564,simple_rules_bm25_v1,ESCALATE,@customer I do understand Adam. Can you please advise which store you saw this in? Thanks,[],0
tesco-470977,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, I'm really sorry about the quality of this chicken. 1/5 @customer I would like to get this logged, inform our suppliers and send you a full refund via Tesco Moneycard. 2/5 @customer To do this, please can you DM the following details: your name &amp; full address and barcode. 3/5 @customer Can you also include a full copy of your receipt, including the numbers found at the bottom? 4/5 @customer Also, could you please confirm if you’re happy for me to pass your contact details to the suppliers? TY - Andy 5/5","[""private_channel_request"", ""personal_data_request"", ""over_public_length_limit""]",3
tesco-2948974,simple_rules_bm25_v1,ESCALATE,"@customer Thank you for getting back in touch, and I hope you see this in place soon! Regards - Isaac 2/2",[],0
tesco-580199,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted> this does sound like a great idea, would you like me to log your feedback on to our system for further review? Thank you",[],0
tesco-2902767,simple_rules_bm25_v1,ESCALATE,"@customer Hi there, it loos like the Travel desk in our Aberdare Superstore is open between 10:30 and 4 today. Thanks",[],0
tesco-91710,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, thank you for getting back to us, I am glad you were able to place an order. Please let us know if we can help with anything else.",[],0
tesco-538156,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, thanks for contacting us. I'm really sorry about the lack of cheese on your flatbread, I can understand your concerns. I would like to refund you for the item and also feed this back to our suppliers. 1/2 @customer So I can do this can you please DM me your full name, address, email, barcode, supplier code and date code? Can I pass over details to the supplier? Lastly would you prefer a refund via Post or Email? Thanks","[""private_channel_request"", ""personal_data_request"", ""over_public_length_limit""]",3
tesco-2850028,simple_rules_bm25_v1,ESCALATE,"@customer I'm sorry to see the bread you purchased was not of the quality you would expect Haris. I understand how concerning this must be. 1/4 <media_or_link> @customer I would like to issue a refund for you and pass your comments to our supplier. Can you DM some information? 2/4 @customer Your full name, address, barcode, price paid, date code, store visited and clear copy of your receipt? 3/4 @customer Also would it be ok to pass your details to our supplier? TY - Jayne 4/4","[""private_channel_request"", ""personal_data_request"", ""over_public_length_limit""]",3
tesco-2825173,simple_rules_bm25_v1,ESCALATE,"@customer Hi there, I have had some difficulties getting through to the store to run your enquiry past them! 1/2 @customer As soon as I get them I will get back to you! TY, Mike 2/2 @customer Hi there, I have called the store and confirm that the petrol pump will be up and running within the next few days! :) Thanks, Mike.","[""over_public_length_limit""]",1
tesco-2951559,simple_rules_bm25_v1,ESCALATE,"@customer HI Paul, what I can suggest is if you can return to store with your receipt for a refund and then purchase the product again at £15. James.",[],0
tesco-2852985,simple_rules_bm25_v1,ESCALATE,@customer I'm really sorry for the inconvenience caused JP. Can you send me a DM to tell me more about the changes you don't like? I'll pass it on :) <media_or_link>,"[""private_channel_request""]",1
tesco-591623,simple_rules_bm25_v1,ESCALATE,@customer A tradition of yours? ☺️This countdown checklist should help up excitement levels ✅ #EveryLittleHelps <media_or_link> <media_or_link>,[],0
tesco-569680,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, sorry to learn that you've found a egg shell in one of your egg sandwiches. 1/4 @customer To resolve this you can return to your nearest extra, superstore or metro with a proof of purchase they’ll be able to sort this out. 2/4 @customer Alternatively you can DM your full name, full address, barcode, date code, Supplier code (SC1234) and the receipt details. 3/4 @customer Can I also have your permission to pass on your details with our supplier? Thanks again for getting in contact. TY – Lee 4/4","[""private_channel_request"", ""personal_data_request"", ""over_public_length_limit""]",3
tesco-83761,simple_rules_bm25_v1,ESCALATE,"@customer Hi, <name_redacted> sorry to learn that there is a lack of recycling information on the pack.I will log your feedback on our system for review. 1/2 @customer Could you please DM us your full name, address or e-mail and store location for the log? TY - Eve 2/2","[""private_channel_request"", ""personal_data_request""]",2
tesco-2935496,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, if you can DM your name, address &amp; email, I can get one out to you. :)","[""private_channel_request"", ""personal_data_request""]",2
tesco-2880958,simple_rules_bm25_v1,ESCALATE,"@customer All of our Fabric Conditioners have been concentrated more, meaning the unit dose has decreased but the washes remains the same. 1/2 @customer I hope this helps (: -Rocsi 2/2",[],0
tesco-477170,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, If you DM me some details I can log your feedback into our system. Full name, address, Issue and store of purchase. TY","[""private_channel_request"", ""personal_data_request""]",2
tesco-83754,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, that's fantastic to hear! Could you DM some details and colleague descriptions so I can let the store's management know? TY","[""private_channel_request""]",1
tesco-139128,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, I'm just going to get this looked into for you. I'll be back in touch with you shortly. TY @customer Hi <name_redacted>, I'm really sorry but this product has been discontinued. :( Please let me know if there's anything else I can help with. TY",[],0
tesco-539279,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, Can you DM me your location and I can check local stores for you? Ty, Andy","[""private_channel_request""]",1
tesco-514149,simple_rules_bm25_v1,ESCALATE,"@customer Hi there, I'm sorry to hear you've not had a great experience with our customer service team. I'd like to investigate this further 1/2 @customer Could you DM me a summary of your complaint along with your name and address too please? TY - Peter 2/2","[""private_channel_request"", ""personal_data_request""]",2
tesco-2886992,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, this is not true. We pay colleagues’ wages directly into their bank accounts. We would only consider paying colleagues via a Tuxedo card in exceptional circumstances. TY",[],0
tesco-2807471,simple_rules_bm25_v1,ESCALATE,"@customer Oh no, sorry Kate. Did you receive your delivery?",[],0
tesco-468994,simple_rules_bm25_v1,ESCALATE,"@customer Hi there, I'm afraid we will be unable to notify you to when the fixes have been implemented.",[],0
tesco-2939796,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, I'm so sorry you had found a bone in your sandwich. I understand your concerns. 1/2 @customer Although every care has been taken to remove bones, some may remain. We do have this warning also on our website. - Rocsi 2/2",[],0
tesco-585177,simple_rules_bm25_v1,ESCALATE,@customer I do understand Adam. Can you please advise which store you saw this in? Thanks,[],0
tesco-514147,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, sorry there were missing items from your recent delivery. I can understand your disappointment. Please DM your name, address and email address and a list of missing items #HappyToHelp","[""private_channel_request"", ""personal_data_request""]",2
tesco-543244,simple_rules_bm25_v1,ESCALATE,"@customer Hi there, I'd like to look in to this for you. Can you please DM me and elaborate on your comment? TY","[""private_channel_request""]",1
tesco-2520008,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, what a great idea! Can I take your full and and address so I can log this properly ( please send via DM ). TY","[""private_channel_request""]",1
tesco-674362,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, glad they liked it so much, starting good habits early :D",[],0
tesco-2855849,simple_rules_bm25_v1,ESCALATE,"@customer Can you please DM me a few of your details such as full name, full address and I will get this logged. Thanks - Lee 2/2 @customer Hi there, sorry to hear we haven't got any glittery Christmas wrapping paper and I'd like me to log this for future review. 1/2","[""private_channel_request"", ""personal_data_request""]",2
tesco-561011,simple_rules_bm25_v1,AUTO_HANDLE,"@customer Hi <name_redacted>, we're unable to DM you but you can DM us through this link. :) <media_or_link>","[""private_channel_request""]",1
tesco-66073,simple_rules_bm25_v1,ESCALATE,"@customer Hi, I am so sorry, although every care has been taken to remove bones, some may remain. I'd like to get this fed back to our suppliers. 1/3 @customer Can you DM your full name, address, email, store &amp; date of purchase? Can you also confirm the barcode number, SC code and expiry date. 2/3 @customer Finally, can you let us know whether it would be okay to pass your details onto the supplier please? TY - Brian 3/3","[""private_channel_request"", ""personal_data_request"", ""over_public_length_limit""]",3
tesco-1309014,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, I'm sorry my colleagues were so reluctant to help you and I can understand how frustrating it must have been for you. 1/3 @customer Can you DM me some details so I can log your complaint on our system and feed this back to the store's management team? 2/3 @customer I'd need your name, address, which store this was, the time of your visit and a description of the colleagues involved. Thanks - Dafydd 3/3 <media_or_link>","[""private_channel_request"", ""over_public_length_limit""]",2
tesco-477163,simple_rules_bm25_v1,ESCALATE,"@customer Thanks Mathew, could you DM me a photo of both sides of the voucher, along with your full name, address and email address please? TY","[""private_channel_request"", ""personal_data_request""]",2
tesco-555580,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, I'm sorry one of my colleagues was rude. Can you please DM me and elaborate on your comment? TY","[""private_channel_request""]",1
tesco-470973,simple_rules_bm25_v1,ESCALATE,"@customer I'm sorry you're having trouble setting up your Clubcard on our app Elle, can you DM me your Clubcard number so I can look into this please?","[""private_channel_request"", ""personal_data_request""]",2
tesco-2832248,simple_rules_bm25_v1,ESCALATE,"@customer HI Lottie, I am sorry to hear you didn't have the option to print of a receipt in the store, I have passed your comments to the manager. 1/2 @customer The tills will be checked, If it happens again please let a colleague know as they can print you one within 30 minutes of purchase.Ty, Andy","[""over_public_length_limit""]",1
tesco-2937169,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, I don't have that information available but I'm going to ask my support team. I'll reply here when I have the answer for you. Thanks, Lawrence",[],0
tesco-464481,simple_rules_bm25_v1,ESCALATE,"@customer Good evening, thank you for getting in touch, I'm sorry to hear that your delivery was late &amp; for the delay in my response. 1/3 @customer Please can you DM the time your order arrived, the full name, address &amp; email registered to your account? 2/3 @customer I will then look into this further and log your feedback to prevent this from happening again in the future. Kind regards- Hannah. 3/3","[""private_channel_request"", ""personal_data_request"", ""over_public_length_limit""]",3
tesco-1950433,simple_rules_bm25_v1,ESCALATE,"@customer I'm sorry to hear your not well Jennifer. I can understand your concerns, I hope you are feeling better. 1/2 @customer Please can you return the packaging back to my colleagues in your local large store? Who will be able to help you further. TY - Jayne 2/2",[],0
tesco-2893970,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, yes I can confirm this means 17p per sheet :) Regards",[],0
tesco-41745,simple_rules_bm25_v1,ESCALATE,"@customer Hi <name_redacted>, I'm so sorry for the delay. We've not had much luck getting the store. I'll try again tomorrow and get back to you ASAP @customer Hi <name_redacted>, thanks for your patience. There were small stock issues but these have now been resolved. (1/2) @customer You should not be able to get the tiger bread and I hope you enjoy it :) - Bryan (2/2)","[""over_public_length_limit""]",1
tesco-2967145,simple_rules_bm25_v1,ESCALATE,"@customer Hi, <name_redacted> really sorry to hear this, I hope you're okay? I'd like to log this internally and issue you with a refund 1/3 @customer Could you DM me your name, email address as well as pictures of the barcode, date, supplier code and your receipt? 2/3 @customer Also, would it be okay to pass your details on to our supplier in case they wish to contact you? TY - Peter 3/3","[""private_channel_request"", ""personal_data_request"", ""over_public_length_limit""]",3
